ts,rank,origin_airport_id,num_flights,severe_delays,dep_delay_mean,dep_delay_max,delayed_flights
1970-01-21 02:00:00,1,11298,27284,3860,13.58,1490.00,"[(AA, 12173, 1490.00),(B6, 10721, 1412.00),(AA, 11638, 1147.00),(AA, 12094, 1144.00),(AA, 13851, 1098.00),(AA, 14193, 1078.00),(OH, 12448, 1058.00),(OH, 12278, 983.00),(AA, 10423, 972.00),(F9, 13232, 971.00),(AA, 11109, 953.00),(OO, 11109, 945.00),(AA, 10693, 890.00),(AA, 15096, 877.00),(OH, 12992, 845.00),(DL, 10721, 831.00),(AA, 13930, 823.00),(OO, 11905, 803.00),(AA, 13851, 797.00),(OH, 14108, 787.00)]"
1970-01-21 02:00:00,2,11292,28149,3782,11.90,1120.00,"[(OO, 11921, 1120.00),(OO, 11315, 1087.00),(OO, 12280, 990.00),(OO, 10713, 977.00),(OO, 14457, 931.00),(UA, 12441, 914.00),(AA, 11057, 910.00),(OO, 14877, 889.00),(OO, 13851, 885.00),(OO, 14747, 873.00),(AA, 11298, 868.00),(OO, 15041, 864.00),(OO, 10279, 859.00),(OO, 11423, 846.00),(AA, 13303, 830.00),(OO, 14814, 825.00),(AA, 13930, 799.00),(AA, 13303, 794.00),(OO, 13158, 780.00),(OO, 11097, 776.00)]"
1970-01-21 02:00:00,3,10397,26408,3442,12.78,1300.00,"[(AA, 13303, 1300.00),(B6, 10721, 1204.00),(DL, 14747, 1188.00),(AA, 11298, 1095.00),(DL, 12892, 1061.00),(DL, 14908, 1036.00),(DL, 14747, 977.00),(DL, 14771, 976.00),(F9, 11618, 972.00),(F9, 13303, 968.00),(DL, 14689, 906.00),(DL, 10208, 888.00),(AA, 12892, 874.00),(OO, 14696, 852.00),(OO, 10146, 847.00),(DL, 14771, 836.00),(DL, 12478, 799.00),(DL, 11252, 755.00),(OO, 11146, 754.00),(DL, 11775, 741.00)]"
1970-01-21 02:00:00,4,13930,24553,2968,10.87,1546.00,"[(AA, 12441, 1546.00),(AA, 11278, 1051.00),(OO, 12559, 964.00),(AA, 10423, 945.00),(DL, 14869, 911.00),(AA, 14492, 899.00),(OO, 11267, 899.00),(OO, 10693, 864.00),(UA, 11003, 853.00),(OO, 10693, 853.00),(F9, 14107, 847.00),(AA, 14679, 838.00),(OO, 11433, 826.00),(F9, 11292, 821.00),(OO, 14696, 815.00),(AA, 11057, 799.00),(MQ, 10792, 791.00),(OO, 11977, 777.00),(OO, 13367, 770.00),(OO, 12511, 748.00)]"
1970-01-21 02:00:00,5,11057,18682,1950,8.11,1279.00,"[(AA, 15016, 1279.00),(F9, 11298, 1203.00),(DL, 10397, 1041.00),(OH, 14685, 865.00),(OH, 11252, 835.00),(AA, 10434, 712.00),(MQ, 15919, 708.00),(OH, 11267, 685.00),(AA, 10821, 685.00),(AA, 11278, 671.00),(DL, 10397, 629.00),(AA, 11618, 622.00),(OH, 11252, 616.00),(OH, 13795, 613.00),(OH, 11146, 610.00),(YX, 10721, 589.00),(AA, 15919, 577.00),(AA, 10423, 553.00),(AA, 10693, 519.00),(AA, 13851, 516.00)]"
1970-01-21 02:00:00,6,12889,17064,1837,8.39,1266.00,"[(OO, 14893, 1266.00),(G4, 14457, 1194.00),(G4, 11193, 1042.00),(G4, 14314, 1030.00),(G4, 13367, 952.00),(G4, 10666, 942.00),(AA, 13930, 893.00),(F9, 11292, 838.00),(HA, 12173, 814.00),(AA, 13930, 739.00),(AA, 13303, 724.00),(AA, 13930, 719.00),(F9, 13891, 693.00),(B6, 11697, 645.00),(AA, 13303, 608.00),(DL, 12478, 598.00),(UA, 11618, 598.00),(AA, 13303, 588.00),(G4, 14905, 585.00),(AA, 13930, 582.00)]"
1970-01-21 02:00:00,7,11278,12467,1769,11.61,1587.00,"[(AA, 13930, 1587.00),(OH, 10257, 1157.00),(DL, 10397, 995.00),(UA, 14771, 949.00),(UA, 12266, 944.00),(OH, 10599, 921.00),(OH, 10208, 910.00),(DL, 10397, 894.00),(OH, 10868, 884.00),(OH, 12448, 863.00),(DL, 12892, 827.00),(DL, 10397, 751.00),(OH, 10208, 663.00),(AA, 14107, 619.00),(OH, 14576, 586.00),(OH, 14730, 547.00),(UA, 12266, 539.00),(DL, 11433, 487.00),(AA, 13930, 430.00),(OH, 14321, 409.00)]"
1970-01-21 02:00:00,8,13204,14835,1656,9.34,1019.00,"[(AA, 13303, 1019.00),(AA, 13930, 945.00),(UA, 12266, 902.00),(F9, 11292, 877.00),(UA, 13930, 775.00),(DL, 10397, 752.00),(UA, 12266, 699.00),(DL, 10397, 519.00),(DL, 10397, 502.00),(AA, 11298, 502.00),(F9, 15016, 496.00),(AA, 14100, 484.00),(F9, 14843, 471.00),(UA, 11618, 447.00),(DL, 14492, 443.00),(DL, 11433, 430.00),(DL, 12953, 405.00),(DL, 10397, 403.00),(AA, 13303, 384.00),(AA, 11278, 355.00)]"
1970-01-21 02:00:00,9,12892,17260,1560,6.05,1065.00,"[(OO, 10372, 1065.00),(AA, 11278, 990.00),(AA, 14100, 940.00),(OO, 10372, 885.00),(OO, 10140, 738.00),(OO, 10372, 733.00),(AA, 10397, 732.00),(OO, 14679, 729.00),(UA, 13930, 702.00),(AA, 13930, 692.00),(UA, 11618, 634.00),(OO, 14679, 608.00),(AA, 12478, 555.00),(UA, 13930, 552.00),(OO, 14689, 525.00),(F9, 14107, 505.00),(DL, 12758, 482.00),(UA, 11618, 450.00),(UA, 11292, 447.00),(DL, 10721, 444.00)]"
1970-01-21 02:00:00,10,13303,11541,1515,11.95,1008.00,"[(F9, 14100, 1008.00),(B6, 10721, 977.00),(DL, 10721, 973.00),(DL, 12478, 925.00),(AA, 14492, 712.00),(UA, 11292, 702.00),(AA, 11292, 675.00),(MQ, 12323, 671.00),(AA, 11298, 649.00),(AA, 10423, 647.00),(DL, 10397, 620.00),(AA, 12266, 618.00),(DL, 11433, 557.00),(AA, 11292, 550.00),(DL, 10397, 525.00),(MQ, 11953, 515.00),(DL, 10397, 507.00),(AA, 10529, 498.00),(AA, 11618, 496.00),(AA, 12892, 473.00)]"
1970-01-21 03:00:00,1,11298,34015,5593,15.53,1766.00,"[(AA, 13303, 1766.00),(OH, 11953, 1500.00),(AA, 13930, 1419.00),(AA, 13303, 1322.00),(OH, 12217, 1318.00),(AA, 14492, 1272.00),(AA, 13244, 1175.00),(DL, 10397, 1021.00),(OH, 13277, 1020.00),(DL, 12953, 995.00),(DL, 12953, 964.00),(DL, 14869, 910.00),(AA, 10561, 876.00),(OO, 11905, 850.00),(OH, 12448, 832.00),(AA, 14771, 816.00),(OO, 10728, 812.00),(AA, 14771, 801.00),(DL, 10397, 796.00),(OH, 12278, 786.00)]"
1970-01-21 03:00:00,2,10397,34245,5015,12.97,1062.00,"[(DL, 12892, 1062.00),(DL, 12217, 993.00),(DL, 12889, 963.00),(DL, 10792, 921.00),(F9, 13204, 920.00),(DL, 14831, 845.00),(F9, 11292, 841.00),(B6, 10721, 830.00),(DL, 12889, 816.00),(OO, 11612, 792.00),(F9, 13204, 789.00),(OO, 14696, 786.00),(DL, 14524, 780.00),(B6, 10721, 774.00),(AA, 13303, 770.00),(DL, 12217, 770.00),(DL, 10721, 766.00),(DL, 13303, 758.00),(DL, 14027, 718.00),(NK, 13204, 703.00)]"
1970-01-21 03:00:00,3,13930,30669,4622,14.31,1986.00,"[(AA, 14100, 1986.00),(OO, 14877, 1320.00),(F9, 11292, 1273.00),(B6, 12478, 1018.00),(OO, 13184, 1012.00),(OO, 15370, 999.00),(OO, 13871, 998.00),(OO, 10693, 933.00),(AA, 10423, 907.00),(OO, 13342, 898.00),(AA, 13204, 887.00),(OO, 11721, 875.00),(AA, 11278, 869.00),(AA, 11057, 867.00),(AA, 13495, 861.00),(OO, 13851, 850.00),(OO, 11637, 849.00),(AA, 11278, 827.00),(OO, 10408, 803.00),(OO, 10693, 796.00)]"
1970-01-21 03:00:00,4,11292,34493,4575,12.32,1899.00,"[(AA, 14107, 1899.00),(AA, 11057, 1489.00),(AA, 11298, 1123.00),(MQ, 14107, 998.00),(OO, 14877, 986.00),(OO, 12177, 975.00),(F9, 10397, 940.00),(OO, 12896, 940.00),(DL, 12953, 901.00),(OO, 12892, 897.00),(OO, 10372, 897.00),(OO, 14869, 867.00),(F9, 13930, 855.00),(OO, 13851, 855.00),(UA, 12441, 823.00),(OO, 12280, 818.00),(OO, 13029, 812.00),(UA, 13931, 792.00),(OO, 12012, 765.00),(OO, 14534, 763.00)]"
1970-01-21 03:00:00,5,11057,22957,3452,13.83,1233.00,"[(AA, 10257, 1233.00),(AA, 14100, 1148.00),(AA, 12478, 1030.00),(OH, 11973, 1026.00),(DL, 13487, 986.00),(AA, 10257, 934.00),(DL, 10397, 913.00),(OH, 15249, 776.00),(AA, 11433, 754.00),(AA, 12323, 738.00),(OH, 15412, 733.00),(AA, 10721, 706.00),(AA, 10529, 669.00),(AA, 13303, 636.00),(AA, 13198, 616.00),(OH, 10868, 614.00),(AA, 11042, 610.00),(AA, 13303, 587.00),(AA, 13930, 565.00),(OH, 10980, 559.00)]"
1970-01-21 03:00:00,6,11278,15518,3395,22.33,1173.00,"[(OH, 10581, 1173.00),(AA, 14635, 1165.00),(UA, 12266, 1160.00),(DL, 10397, 1160.00),(AA, 15304, 1118.00),(OH, 10781, 1110.00),(DL, 11433, 1092.00),(OH, 10781, 1051.00),(DL, 12892, 1031.00),(B6, 14027, 976.00),(F9, 11292, 968.00),(DL, 11433, 954.00),(B6, 11697, 933.00),(AA, 11057, 925.00),(AA, 12953, 918.00),(DL, 12892, 914.00),(YX, 12339, 857.00),(DL, 10397, 841.00),(B6, 11697, 821.00),(OH, 10208, 812.00)]"
1970-01-21 03:00:00,7,14107,24237,2936,9.80,1163.00,"[(B6, 11697, 1163.00),(AA, 12173, 1159.00),(OO, 10713, 972.00),(AA, 14262, 867.00),(AA, 13487, 855.00),(OO, 11695, 849.00),(AA, 14893, 736.00),(OO, 11695, 725.00),(DL, 11433, 712.00),(OO, 15376, 707.00),(OO, 14794, 688.00),(AA, 14057, 649.00),(AA, 11057, 634.00),(AA, 14908, 628.00),(B6, 10721, 627.00),(AA, 10140, 625.00),(AA, 14869, 605.00),(AA, 11298, 596.00),(AA, 11057, 579.00),(AA, 14683, 547.00)]"
1970-01-21 03:00:00,8,12889,21435,2883,10.97,2315.00,"[(AA, 11298, 2315.00),(DL, 12478, 1094.00),(DL, 10397, 1030.00),(G4, 10408, 964.00),(G4, 11193, 964.00),(F9, 13232, 896.00),(UA, 11618, 870.00),(B6, 12478, 866.00),(AA, 11298, 853.00),(F9, 14107, 826.00),(AA, 12892, 824.00),(DL, 11433, 817.00),(DL, 12892, 810.00),(F9, 11292, 737.00),(F9, 11298, 681.00),(DL, 14869, 564.00),(AA, 12892, 555.00),(AA, 14107, 530.00),(AA, 11298, 512.00),(NK, 11433, 512.00)]"
1970-01-21 03:00:00,9,13204,19225,2619,13.04,1305.00,"[(AA, 13930, 1305.00),(DL, 11433, 1196.00),(AA, 13930, 1186.00),(AA, 11057, 1151.00),(DL, 11433, 1000.00),(AA, 14107, 986.00),(AA, 11278, 959.00),(UA, 12892, 950.00),(UA, 13930, 904.00),(DL, 12892, 896.00),(AA, 12892, 887.00),(AA, 11278, 878.00),(DL, 12892, 826.00),(DL, 10397, 811.00),(UA, 12264, 798.00),(UA, 11292, 647.00),(AA, 11298, 617.00),(F9, 11193, 597.00),(AA, 14100, 588.00),(AA, 12892, 553.00)]"
1970-01-21 03:00:00,10,10721,15757,2322,13.81,1690.00,"[(AA, 11278, 1690.00),(AA, 11298, 1650.00),(AA, 14107, 1102.00),(DL, 10397, 925.00),(DL, 12892, 903.00),(AA, 14100, 888.00),(DL, 10423, 863.00),(AA, 12892, 839.00),(DL, 12892, 817.00),(AA, 13303, 739.00),(AA, 11298, 703.00),(DL, 14771, 636.00),(B6, 14843, 608.00),(B6, 11278, 583.00),(B6, 11697, 562.00),(B6, 14231, 551.00),(B6, 13204, 547.00),(UA, 13930, 539.00),(DL, 13303, 538.00),(B6, 12478, 529.00)]"
1970-01-21 04:00:00,1,11298,35157,6270,16.17,1198.00,"[(OH, 12992, 1198.00),(OH, 12217, 1172.00),(OO, 13277, 1034.00),(AA, 11057, 1003.00),(DL, 12953, 939.00),(AA, 10299, 888.00),(OO, 12915, 873.00),(DL, 12953, 869.00),(AA, 10279, 859.00),(AA, 11193, 843.00),(F9, 13204, 835.00),(AA, 13198, 819.00),(AA, 11503, 812.00),(UA, 11292, 809.00),(F9, 13303, 804.00),(DL, 10721, 799.00),(OO, 15074, 781.00),(AA, 15096, 772.00),(AA, 13851, 766.00),(AA, 14107, 759.00)]"
1970-01-21 04:00:00,2,11292,35038,5148,13.69,1679.00,"[(AA, 11298, 1679.00),(AA, 13930, 1554.00),(B6, 10721, 1458.00),(AA, 13930, 961.00),(OO, 12896, 955.00),(F9, 12889, 925.00),(OO, 13158, 919.00),(OO, 13158, 910.00),(OO, 10279, 909.00),(OO, 11109, 901.00),(OO, 12177, 887.00),(DL, 10397, 881.00),(OO, 12177, 850.00),(OO, 12003, 832.00),(UA, 14100, 828.00),(DL, 14869, 822.00),(F9, 12889, 820.00),(OO, 10627, 798.00),(OO, 10372, 775.00),(OO, 10779, 773.00)]"
1970-01-21 04:00:00,3,10397,35108,4909,12.95,1106.00,"[(DL, 12478, 1106.00),(F9, 12266, 1090.00),(B6, 10721, 899.00),(UA, 13930, 847.00),(AA, 14107, 839.00),(UA, 12266, 783.00),(F9, 13204, 782.00),(F9, 14771, 776.00),(OO, 10980, 773.00),(OO, 10980, 767.00),(OO, 10146, 764.00),(F9, 13930, 759.00),(NK, 13204, 756.00),(F9, 13303, 742.00),(DL, 12448, 732.00),(UA, 13930, 722.00),(DL, 13871, 719.00),(AA, 11298, 691.00),(NK, 11433, 688.00),(DL, 14771, 667.00)]"
1970-01-21 04:00:00,4,13930,34930,4632,12.01,1936.00,"[(AA, 11057, 1936.00),(B6, 10721, 1240.00),(AA, 14100, 1167.00),(AA, 13495, 1112.00),(MQ, 13459, 1052.00),(DL, 14869, 1025.00),(DL, 14747, 1021.00),(OO, 13282, 1014.00),(NK, 10397, 977.00),(AA, 11278, 926.00),(DL, 10397, 883.00),(AA, 14107, 857.00),(AA, 14100, 852.00),(AA, 12953, 835.00),(OO, 11721, 835.00),(OO, 15370, 832.00),(OO, 11076, 825.00),(AA, 11278, 820.00),(AA, 12266, 811.00),(UA, 12889, 780.00)]"
1970-01-21 04:00:00,5,11057,23704,3363,12.79,1113.00,"[(AA, 11278, 1113.00),(OH, 10599, 1009.00),(AA, 14107, 989.00),(F9, 12953, 980.00),(F9, 12953, 935.00),(UA, 11618, 897.00),(OH, 14108, 874.00),(AA, 11292, 845.00),(MQ, 12992, 833.00),(NK, 12953, 820.00),(OH, 11823, 813.00),(MQ, 15380, 810.00),(AA, 11624, 794.00),(OH, 14108, 768.00),(OH, 11996, 748.00),(MQ, 10693, 738.00),(F9, 14100, 710.00),(AA, 13487, 661.00),(AA, 11042, 655.00),(OH, 14696, 648.00)]"
1970-01-21 04:00:00,6,14107,25385,2797,9.00,1859.00,"[(AA, 12478, 1859.00),(AA, 10693, 996.00),(AA, 10397, 931.00),(AA, 11066, 861.00),(AA, 12173, 829.00),(AA, 12889, 820.00),(OO, 10561, 793.00),(DL, 10397, 791.00),(OO, 14771, 781.00),(OO, 13158, 768.00),(AA, 10423, 767.00),(DL, 11433, 708.00),(AA, 11298, 691.00),(AA, 11884, 660.00),(DL, 11433, 656.00),(AA, 11618, 645.00),(AA, 11618, 620.00),(AA, 11298, 610.00),(AA, 14570, 602.00),(AA, 13930, 600.00)]"
1970-01-21 04:00:00,7,12889,22156,2552,9.11,1242.00,"[(UA, 11618, 1242.00),(DL, 12478, 942.00),(AA, 14107, 868.00),(DL, 12892, 859.00),(AA, 14107, 810.00),(AA, 14100, 781.00),(AS, 14747, 732.00),(UA, 13930, 703.00),(AA, 13303, 686.00),(NK, 11697, 565.00),(AA, 13930, 552.00),(F9, 13930, 545.00),(AA, 11298, 529.00),(DL, 12892, 520.00),(B6, 12478, 518.00),(AA, 11057, 512.00),(AA, 12892, 498.00),(F9, 14100, 486.00),(AA, 11057, 485.00),(AA, 14100, 484.00)]"
1970-01-21 04:00:00,8,13204,19803,2445,11.19,1171.00,"[(F9, 14100, 1171.00),(AA, 14100, 1156.00),(DL, 12478, 1073.00),(DL, 11193, 1014.00),(AA, 14100, 910.00),(DL, 14492, 899.00),(DL, 14869, 883.00),(AA, 11298, 872.00),(DL, 13487, 802.00),(DL, 10397, 766.00),(F9, 11433, 764.00),(AA, 11298, 745.00),(F9, 10397, 735.00),(F9, 14843, 677.00),(F9, 11193, 606.00),(F9, 14107, 533.00),(F9, 14843, 521.00),(F9, 15356, 514.00),(F9, 14100, 492.00),(AA, 11278, 480.00)]"
1970-01-21 04:00:00,9,11278,16375,2348,12.82,1634.00,"[(AA, 13930, 1634.00),(AA, 11298, 1316.00),(OH, 11423, 1153.00),(AA, 11298, 1141.00),(UA, 13930, 1093.00),(DL, 10397, 1040.00),(OH, 14576, 913.00),(AA, 11298, 901.00),(AS, 14747, 893.00),(AA, 11298, 876.00),(AA, 11298, 863.00),(OH, 13342, 833.00),(OH, 11193, 734.00),(AA, 14027, 718.00),(OH, 12448, 702.00),(B6, 14843, 663.00),(OH, 11267, 645.00),(DL, 13487, 640.00),(AA, 13204, 627.00),(OH, 10581, 599.00)]"
1970-01-21 04:00:00,10,13303,13852,2260,16.74,1242.00,"[(F9, 11193, 1242.00),(DL, 13487, 1114.00),(F9, 14100, 1100.00),(UA, 12266, 1030.00),(AA, 13495, 987.00),(NK, 12953, 922.00),(AA, 14107, 920.00),(AA, 14107, 911.00),(DL, 12953, 907.00),(YX, 15370, 903.00),(DL, 11433, 861.00),(B6, 12478, 799.00),(AA, 11298, 781.00),(AA, 11298, 748.00),(DL, 10721, 717.00),(AA, 10693, 697.00),(AA, 11066, 693.00),(DL, 10397, 653.00),(AA, 13931, 653.00),(AA, 15304, 652.00)]"
